id,created_at,post_host,label,logits,text,likes_count,answers,owner.id,owner.is_verified,owner.profile_pic_url,owner.username,,Length
17866161881430231,1616873607,_mountainbikezone,1,0.502,.guzmanc30 en la doble 😎👊🏻,0,"[{'id': 17899896271821341, 'created_at': 1616873655, 'text': '@jorge_samano_ jajs si', 'owner': {'id': '7030134211', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/128745982_2933835336848947_6348862855153203513_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=8gVTNfTWJ1gAX9Kfl-c&ccb=7-4&oh=9d7917e20571d3e4bed538e1cd895f12&oe=608ADD00&_nc_sid=9fb510', 'username': 'esteban.guzmanc30'}, 'likes_count': 0}]",8622626949,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/107816166_1078852232509833_7962120174930770821_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=GkpXswXGub4AX-m2ZMW&ccb=7-4&oh=d1a017bc5275ede9a9fdeeda6959bb82&oe=608C2A14&_nc_sid=9fb510,jorge_samano_,,29
17919034027599436,1616754317,_mountainbikezone,1,0.758,Cook komikk ammina foduklarim,0,[],5326999307,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/143870624_1813510148807175_3582908878754274966_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=VGdiYA691S4AX9vPUe-&ccb=7-4&oh=5fcf13d3873469a5e781790a4ffd1b4a&oe=6088CDE6&_nc_sid=9fb510,suleymankilnc,,29
18159629845139288,1616874627,_mountainbikezone,0,0.16,Who sings this song please???,1,[],265987027,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/34417798_180217232685766_3647821226069458944_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=8_EyDJ3T5zYAX8qcfHx&ccb=7-4&oh=ddf1baadcb6c69b7440e1283668eebc5&oe=608A4AE5&_nc_sid=9fb510,michael_hall78,,29
17912492425720986,1616869544,_mountainbikezone,0,0.364,I could land it... headfirst,1,[],21905721597,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/141800449_972637399809448_4511992822465858432_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=l_OrokKPMNsAX9XDN88&ccb=7-4&oh=50e74038c05c11bd7f1ed1da334355fe&oe=608C6611&_nc_sid=9fb510,riley.las,,28
17866513367419526,1616599222,_mountainbikezone,0,0.284, ik zie je al gaaaaaaaaan!,1,[],5503280486,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/19625016_129446850976591_7055832141417938944_a.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=XuhSGwf2ZokAX82ZiBT&ccb=7-4&oh=bcbfcd3f2abf1b48b3c77a5b769bcbd0&oe=608B46A0&_nc_sid=9fb510,bartdemol_,,26
17872952714271379,1616933217,_mountainbikezone,0,0.308,Not that high 😂😍👏🔥🔥🔥,1,[],33192732210,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/92380744_227495388363668_5584910420696629248_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=uYc9nzkW1EYAX97MBpw&ccb=7-4&oh=15cedbfc966e25b13acaf50d5826fffd&oe=608AE960&_nc_sid=9fb510,martinbateson22,,26
17921904937567852,1616740324,_mountainbikezone,0,0.407,.downhill  nachgemacht 😛,0,[],24159286969,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/163302760_3904753162925668_8740713957127133196_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=bphPp-6voHQAX9lZpIm&ccb=7-4&oh=8b7ac37727240b702673cac1feeba837&oe=60892442&_nc_sid=9fb510,tobiondemo8,,25
17949791047431251,1616576937,_mountainbikezone,1,0.939,That's all I want in life,1,[],13968870179,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/149804015_2778464169084953_2514752481487966387_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=zZgqOrrCkekAX8t102F&ccb=7-4&oh=d3b5fee981b526c46a474bab994ce6d6&oe=60892EE2&_nc_sid=9fb510,the_millenuim_jaydon,,25
17911194763711639,1616951348,_mountainbikezone,0,0.038,this song fucking sucks,0,[],2821760031,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/120733114_701365644059967_4738383160217203063_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=7W3dsmRvtTYAX_jP-JI&ccb=7-4&oh=623f7cf19b95fdff9583a94f6bb4ded3&oe=6089BF68&_nc_sid=9fb510,andrew_heks,,23
17890149640973580,1616724133,_mountainbikezone,0,0.442,Sheeeeessshhhhh 😂😂😂,0,[],22979204709,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/123321310_815650799222453_5503134565110705572_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=IuHTN1atTGMAX8mlwx5&ccb=7-4&oh=5c561030276bc02a85737b3b394e2cbe&oe=608A9B1C&_nc_sid=9fb510,kominakpeter12,,22
17906029324740866,1616399070,airpods_case_1,1,0.767,I need first one absolute vodka please help mewith the price and link,0,"[{'id': 17906499583716050, 'created_at': 1616409872, 'text': '@a_curious_girl2 check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",1911704747,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/128879467_122462326226404_7421985282086611953_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=HT0wS-VFgxkAX_gQZhM&ccb=7-4&oh=3d20e6a69c485a425064112e7d33805a&oe=6088B33B&_nc_sid=9fb510,a_curious_girl2,,69
17898302770845807,1615223326,airpods_case_1,0,0.179,Price of grenade and marshmallow cover of airpord pro,0,"[{'id': 18200135485028024, 'created_at': 1615223411, 'text': '@mananjain252709 check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",6512948180,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/152099666_244615083962258_8713316120085793657_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=AGQO5h-dmp4AX-UKWUZ&ccb=7-4&oh=3c72c0f04d55abad851725d57e0bbbb0&oe=60880383&_nc_sid=9fb510,mananjain252709,,53
17867119868362023,1615015343,airpods_case_1,1,0.658,Hello do you have any dog case for airpods pro?,0,[],1456181720,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/161007141_469920134163357_7646609152172316308_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=IH3OjQO_WugAX-BpgYa&ccb=7-4&oh=0462684dd42732e994f70fc4998a73ab&oe=6088CD84&_nc_sid=9fb510,ishaan_morani,,47
17897128246888303,1615361446,airpods_case_1,0,0.463,Mujhe AirPod pro ka Rambo cover chahiye,0,"[{'id': 17863970537470013, 'created_at': 1615361678, 'text': '@dangerous_drama_queen_123 check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",6892321541,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/162817273_175087267640974_7334249149136542287_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=7gOHbpWUE40AX8Y1du9&ccb=7-4&oh=4276a5db051bd82dc5d9f8de8804fcf2&oe=6088923B&_nc_sid=9fb510,dangerous_drama_queen_123,,39
17859665261413552,1614193832,airpods_case_1,1,0.908,How much and are you in Lagos pls ?,0,"[{'id': 17908975936660520, 'created_at': 1614227167, 'text': '@_sisi_eko1 noo', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",514253699,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/69385551_499787020806423_4366995396497506304_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=3pLZ0r157eUAX-27dd9&ccb=7-4&oh=a2dcf3634a95cea6bb4c2fcdfa549a42&oe=60881039&_nc_sid=9fb510,_sisi_eko1,,35
17896316944855635,1613391301,airpods_case_1,0,0.363,How much is the Starbucks one ?,0,"[{'id': 17891473690909480, 'created_at': 1613419127, 'text': '@iz13_.x dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",8383823829,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/150654675_125947776106405_4190549001933294150_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=rWt-yDiNMngAX8I8qPe&ccb=7-4&oh=52a17c411ee6220ac19e21e411cfde70&oe=6086F764&_nc_sid=9fb510,iz13.x,,31
17864352521393966,1615173026,airpods_case_1,1,0.555,Pffff air pod max is better,0,[],27646092635,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/122752369_696919714589967_8942511012564444762_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=vO8gbBcgfe8AX_zYfZ-&ccb=7-4&oh=f402bef1e38a74c24ab8d8e21510286a&oe=6086428C&_nc_sid=9fb510,gio.gennero,,27
17878233101238749,1616349787,airpods_case_1,1,0.799,How much theese cute cases,0,"[{'id': 17866227386391824, 'created_at': 1616351538, 'text': '@sushtej_99 check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",28508882288,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/160260240_718881942120628_8966392918537850777_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=UU2Da1p2tIIAX8wCin2&tn=Io6ErmeZF0grlr9g&ccb=7-4&oh=61eb77dec0fb729e8cc4fd73413347b6&oe=608931E2&_nc_sid=9fb510,sushtej_99,,26
18128677888198384,1614518760,airpods_case_1,0,0.483,Price for airpods pro case,0,"[{'id': 17880436433141289, 'created_at': 1614526913, 'text': '@vikram_krish_k check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 0}]",5582436670,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/106361279_565372537672286_7596449789821621624_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=gaW3ULTZIjEAX-ptRZC&ccb=7-4&oh=c0932711664372760fea9ffe6d3baf71&oe=60878A0A&_nc_sid=9fb510,vikram_krish_k,,26
17892135370974763,1616089263,airpods_case_1,0,0.385,Pp for the sneakers one,0,"[{'id': 17884120874109623, 'created_at': 1616089870, 'text': '@devaryabhatia check dm', 'owner': {'id': '31345321949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/104655610_734890267265839_7042082510067431729_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=Q9yxDDyzyrwAX9Xuts8&ccb=7-4&oh=d86b1b6d639825b0f55d29acf1a38f6f&oe=608866EF&_nc_sid=9fb510', 'username': 'airpods_case_1'}, 'likes_count': 1}]",26707518768,FALSE,https://instagram.fagc2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/149927450_920140455397119_8693494817981909082_n.jpg?tp=1&_nc_ht=instagram.fagc2-1.fna.fbcdn.net&_nc_ohc=SdxZHVxHOrgAX97QmVg&ccb=7-4&oh=0306c928d754622b6d5dc6d253bcc80f&oe=6089F869&_nc_sid=9fb510,devaryabhatia,,23
17909993584716537,1615830437,ridecake,1,0.878,👏 Well said! I would say that it’s specifically the high-mode throttle that requires respect. The low-mode setting makes it very easy to control for all levels of riding.,4,[],361052469,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/11256397_849340055145285_321886610_a.jpg?_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=g-8JBjjoVoAAX-YVD5J&ccb=7-4&oh=9353790ddf8a327c753660ea4b51df64&oe=608B099A&_nc_sid=9fb510,sawyerpicture,,171
18075447343268050,1616701106,ridecake,0,0.383,"Skitnajs! Men jag vill att ni sätter högre riser på Kalkmodellens styre, man sitter lite ihopkrupen på den har jag sett på stan, annars fett jobbat, vilket driv ni har! 🙌",1,"[{'id': 17980011682360724, 'created_at': 1616701583, 'text': '@zanajohansson TACK! det är det bästa med motorcyklar, om något inte passar föraren är det superlätt att byta till det som önskas! 🙌 Kom och testkör!', 'owner': {'id': '4129587352', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/41763516_1883180785105187_7316391293117005824_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=7VGGKWqfLKsAX8easfl&ccb=7-4&oh=2ec4b8c15e7641069d030cf87ebbf83c&oe=60890C32&_nc_sid=9fb510', 'username': 'ridecake'}, 'likes_count': 0}, {'id': 17894030785962216, 'created_at': 1616701640, 'text': '@ridecake Sanning, antagligen mitt ego som spökar å vill vara med å bygga 😂', 'owner': {'id': '1829836899', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/153270473_1179322982486118_8868653385146361704_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=Afl4XEu_WugAX_qnSeo&ccb=7-4&oh=b8ae0676a94ef5ed4af6208a3fecfd63&oe=608B372E&_nc_sid=9fb510', 'username': 'zanajohansson'}, 'likes_count': 1}, {'id': 17865007865374759, 'created_at': 1616701665, 'text': '@zanajohansson 🔥', 'owner': {'id': '4129587352', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/41763516_1883180785105187_7316391293117005824_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=7VGGKWqfLKsAX8easfl&ccb=7-4&oh=2ec4b8c15e7641069d030cf87ebbf83c&oe=60890C32&_nc_sid=9fb510', 'username': 'ridecake'}, 'likes_count': 3}]",1829836899,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/153270473_1179322982486118_8868653385146361704_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=Afl4XEu_WugAX_qnSeo&ccb=7-4&oh=b8ae0676a94ef5ed4af6208a3fecfd63&oe=608B372E&_nc_sid=9fb510,zanajohansson,,171
17864073278486372,1615832575,ridecake,1,0.966,"Love the bikes, and I look forward to riding one someday.  Have you thought About using belt instead of a chain for the final drive?",2,"[{'id': 17920589731568267, 'created_at': 1615833270, 'text': '@ben.beaver Belt drives on all Ösa models. Stay posted for future Kalk announcement.', 'owner': {'id': '4129587352', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/41763516_1883180785105187_7316391293117005824_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=7VGGKWqfLKsAX8easfl&ccb=7-4&oh=2ec4b8c15e7641069d030cf87ebbf83c&oe=60890C32&_nc_sid=9fb510', 'username': 'ridecake'}, 'likes_count': 4}]",3679243260,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/27880014_219965738565017_5657270187158667264_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=rPPDQIx1_GUAX8i8oG6&ccb=7-4&oh=8ecf99f0eafc4b7e14b8b899f38cf004&oe=608A8182&_nc_sid=9fb510,ben.beaver,,132
17887870601072999,1616353412,ridecake,1,0.785,"🙌 perfect for my treks with the large format camera, massive tripod and gear... was considering an electric cargo bike, but now 🤔",4,"[{'id': 17944897495446909, 'created_at': 1616354004, 'text': '@nickelsen checkout @drivvedgrip 🙌', 'owner': {'id': '4129587352', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/41763516_1883180785105187_7316391293117005824_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=7VGGKWqfLKsAX8easfl&ccb=7-4&oh=2ec4b8c15e7641069d030cf87ebbf83c&oe=60890C32&_nc_sid=9fb510', 'username': 'ridecake'}, 'likes_count': 2}, {'id': 17888093276062461, 'created_at': 1616355170, 'text': '@ridecake excellent, thx!', 'owner': {'id': '12855346', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/121106885_685527662373138_7160390388256826536_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=l5MRHAdxioQAX83VIHE&ccb=7-4&oh=b03491597d2c198abdbd7da634284f89&oe=6088D606&_nc_sid=9fb510', 'username': 'nickelsen'}, 'likes_count': 1}]",12855346,FALSE,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/121106885_685527662373138_7160390388256826536_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=l5MRHAdxioQAX83VIHE&ccb=7-4&oh=b03491597d2c198abdbd7da634284f89&oe=6088D606&_nc_sid=9fb510,nickelsen,,131
