id,created_at,post_host,label,logits,text,likes_count,answers,owner.id,owner.is_verified,owner.profile_pic_url,owner.username
18146690395087682,1616822641,thecaratclub,0,0.422,❤️❤️❤️,0,[],3993627023,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/30830928_169553743726574_1569998210989031424_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=r4w0T38WNn0AX8-FooM&ccb=7-4&oh=227f473f7fbbed491c7c9e73bc9c0ef8&oe=60891222&_nc_sid=9fb510,opieandchief_
18169926784109284,1616812247,thecaratclub,1,0.745,@vanessa.grupa is this your dream? 😂😂😂,0,"[{'id': 17907036220742678, 'created_at': 1616812302, 'text': '@amandziaax7 a dream come true😍', 'owner': {'id': '328553472', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/144891455_208610260961316_5601531331685909104_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=iNekAUKQaQoAX-JrmnW&ccb=7-4&oh=636e026f7869abcf6334f42822b5d244&oe=60898C15&_nc_sid=9fb510', 'username': 'vanessa.grupa'}, 'likes_count': 1}]",197054315,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/123559823_147796240418843_1330741458422617254_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=Byep2uxEMSEAX-XzOIx&ccb=7-4&oh=9577a57553302d2f9cce3816fe9801a8&oe=608A11FD&_nc_sid=9fb510,amandziaax7
17919121891605075,1616795048,thecaratclub,1,0.957,Try this dance w Zack ... JACI ! 😂,0,[],28412415845,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/84075230_811669052633611_1624119579217231872_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=cnLfY54fwrkAX-qGrZV&tn=_KsEOiAv4tzzMe0L&ccb=7-4&oh=c1b89fc67e6381219b3988971df0a05f&oe=608C0EE6&_nc_sid=9fb510,dellasolo63_dellasolo717
18213157477037557,1616782869,thecaratclub,0,0.422,🔥🔥👏❤️,0,[],2275797112,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/65303641_467746163782329_4156171235941679104_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=-_o7Ct39r3QAX_M1Lso&ccb=7-4&oh=73c97921ea28092a0c613495a57507c3&oe=6089B640&_nc_sid=9fb510,_old_town_tuxedos
18079560817256806,1616779549,thecaratclub,1,0.97,This is adorable 👏👏,0,[],224358966,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/103074169_2334143463554778_8418115545027132122_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=G92O5fPQv-YAX_2rDRN&ccb=7-4&oh=b5cb008e10a030bbd23d7ed9050fe769&oe=6088C8D6&_nc_sid=9fb510,hazeleyephotography
17919546355588792,1616778134,thecaratclub,0,0.422,😍😍😍😍,0,[],5917509709,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/49604320_294144191302869_345774081695547392_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=FKE7uYGpenEAX8pnCbd&ccb=7-4&oh=7e5f8a8acff3f3cf99ac62ab144cefd4&oe=608A1070&_nc_sid=9fb510,saxobeatz_djandsax
17870661845348130,1616777918,thecaratclub,1,0.855,Pretty cute! Do they need a wedding photographer?!,0,"[{'id': 17894481871951692, 'created_at': 1616777989, 'text': '@rolandrattu @benandkatya come over here and check out this scrub. 🙄', 'owner': {'id': '8145341376', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/72298532_791818004574541_6472094168326864896_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=GIJKZCIvDG0AX_lyfOE&ccb=7-4&oh=a218dffa291f1b9e6a8473bda8f03360&oe=6089C760&_nc_sid=9fb510', 'username': 'halodadoggo'}, 'likes_count': 0}, {'id': 17882391602098164, 'created_at': 1616778675, 'text': '@alfredtangweddings yikes', 'owner': {'id': '236110614', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/28752671_1779694982080875_1579839780655464448_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mWuOejajnLIAX_uGoY6&ccb=7-4&oh=70fa28b57a5594d3956c508bbb61bfb9&oe=608ABA2C&_nc_sid=9fb510', 'username': 'benandkatya'}, 'likes_count': 0}]",3065077479,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/11311456_823151107789061_1119953614_a.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=CGHq6v8l7eIAX_vOzU3&ccb=7-4&oh=58fbbf10e0b6e6f7ffa52231b7db38e4&oe=6089CD43&_nc_sid=9fb510,alfredtangweddings
18079671682256468,1616772499,thecaratclub,1,0.902,So cute!,0,[],224119219,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/154390400_168100491792968_4514970524860202388_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=6IhPKRlLgmEAX_sLd1j&ccb=7-4&oh=edd685e3c9ec512181d744fc1c0700c7&oe=608974B4&_nc_sid=9fb510,truenorthinstyle
17884063403071728,1616769985,thecaratclub,1,0.956,What a sweet sneaky guy.  Congratulations to you both. ❤️🙌,0,[],3174828440,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/140274475_3627306330680478_3789685654614338655_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=R7TdjxGwn5sAX8yLAl7&ccb=7-4&oh=640f1ab84248d3c81bf1cef4eea25531&oe=608BFA4C&_nc_sid=9fb510,simonejaramillophoto
17853621743522362,1616769280,thecaratclub,1,0.964,"So Sweet how the cat was there watching too! CONGRATULATIONS, so adorable 💖🌹😍😙🎉🎉🎉",0,[],21997315524,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/72789549_1263389013861913_7795952652600213504_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=4UO7c6bMxM4AX_NC9wI&ccb=7-4&oh=576d15a706c30f559fdb4a8d6f23c8ae&oe=60899F4D&_nc_sid=9fb510,wildekauai
17931666082507536,1616767788,thecaratclub,1,0.953,Oh me they’re precious ❤️,0,[],1969082267,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/23498137_1512827608752896_879490597914673152_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=3oWIS9_ZThUAX-Ol9S_&ccb=7-4&oh=16c028b5d2faa3624fe3829ca5566264&oe=6088F6E4&_nc_sid=9fb510,thelollygager
17867912996384818,1616767700,thecaratclub,0,0.499,"If you were a proposal, this would be you. @tim.higby",0,[],46476840,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/95074622_221760025783428_8762090238571970560_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=zvB6CQYsrRcAX-yQJgp&ccb=7-4&oh=022ef6a7018aec2fe0305bcdf8345a9d&oe=608C14E7&_nc_sid=9fb510,sarah.higby
17867938055473838,1616767188,thecaratclub,0,0.399,Hahaha he needed that sip for courage first 😂❤️❤️❤️❤️,1,[],2963097709,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/151464461_434723647736632_5562040062332730073_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=DPXi9mfLcbIAX_Q293p&ccb=7-4&oh=df602258b6de9f254608867173dd7e9d&oe=608A9577&_nc_sid=9fb510,hellomartii
17912011705663243,1616763795,thecaratclub,1,0.849,🔥🔥😍😍 amazing,0,[],46046649208,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/154679992_172338021366900_3027155833037801485_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=6SYjqr546mEAX-3nJg5&ccb=7-4&oh=8e6a967938e7e754316d960cad590745&oe=608ACA3B&_nc_sid=9fb510,rockthediamondking
18210072970045189,1616761937,thecaratclub,1,0.521,@moshikomangani חייב לעשות כזהההה,0,[],551603123,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/30079012_363439154151590_1044651619662168064_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=qLkQrOx4WXcAX-e4LGj&ccb=7-4&oh=32280d12a12e8065c3f99f41a7b0c4ba&oe=608C3931&_nc_sid=9fb510,hadar__moshe
17909894902729135,1616761051,thecaratclub,0,0.422,❤️❤️❤️,0,[],45480009387,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/140332933_2852909175035889_9031966480326052902_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=t_QoLKgTxXsAX8OdOu3&ccb=7-4&oh=a06a89ed11b36468dccce2630ad178bf&oe=6089DE5E&_nc_sid=9fb510,specialized_ring_factory
18158012779121081,1616760369,thecaratclub,0,0.422,🔥❤️,0,[],7122913282,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/138557191_457602295231766_3647314544245770264_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=0LtNjE878uIAX_PUZIQ&ccb=7-4&oh=766e958935bc7f4ac3dd3cc0feabc456&oe=608A8349&_nc_sid=9fb510,kllaudiaa.93
17965232752381162,1616758540,thecaratclub,0,0.422,😍,0,[],1444814421,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/159641081_926112741458886_383448205146580663_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=KcasrfIgoygAX-l2ueZ&ccb=7-4&oh=2286d302efb047cf1a2f9c420c508ae9&oe=608B147D&_nc_sid=9fb510,its_su_lee_
18036046789289990,1616757860,thecaratclub,0,0.422,😍❤️❤️❤️,0,[],516001654,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/29739932_187452891885257_6480150337268219904_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=u4oYXmh7H18AX-jkwvJ&ccb=7-4&oh=fe0bf13f88fc9a70c127e9aac87868eb&oe=608C321A&_nc_sid=9fb510,ppearpploy
17959698598382426,1616756680,thecaratclub,1,0.664,@krisrosebear,0,[],1535993795,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/80449258_569028377212196_313852175354691584_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=k7H0tNfGAocAX-v3PpU&ccb=7-4&oh=ba1f3ff716ad8a7bc4b0342596ed43c1&oe=608C68F3&_nc_sid=9fb510,endovearth
17976836050364242,1616751251,thecaratclub,0,0.422,😍😍😍😍😍,0,[],1533368287,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/87811355_222671179126757_4875450916536320000_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=ge4BwH8WahMAX8wEdYW&ccb=7-4&oh=ec80de539afcd8846d9350b9ec86b867&oe=608B3BA5&_nc_sid=9fb510,solcristobalalvarez
17911297357676518,1616749630,thecaratclub,0,0.166,"Aw, ❤️❤️❤️",0,[],7240770123,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/28435685_171361336991054_4571755836325494784_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=qk_3STpJkgUAX-Lb5eo&ccb=7-4&oh=1bb736547c23c77875f6a59985ea7fdf&oe=608919C5&_nc_sid=9fb510,brenda.leonard.7545
17871797360291503,1616745435,thecaratclub,1,0.665,@stephaniensu,0,[],258393792,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/11199482_450356765139247_1703823148_a.jpg?_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=FIWr-yyQshsAX_ncffZ&ccb=7-4&oh=6db472a5a1076b28c7e7af0729471d0c&oe=608AFDE8&_nc_sid=9fb510,babiemonkie
18125023963168696,1616736654,thecaratclub,1,0.981,I love the 🐈 😂😂😂,0,[],1249581277,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/151790152_985183025341675_2457511598283701625_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=BBewgjdKY6sAX8Q37hc&ccb=7-4&oh=a45c052652ca7c9cc6c05a08e62616cf&oe=608B82F3&_nc_sid=9fb510,rikseph
17939075035473881,1616735591,thecaratclub,0,0.422,😍😍😍,0,[],1551496627,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/18950020_331252427295153_4891510894472724480_a.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=frSbYU-yUN4AX_H2xau&ccb=7-4&oh=da1ff57d4a50652de09c64fcd81daf75&oe=60897767&_nc_sid=9fb510,theartofetiquette
18157764268121860,1616727608,thecaratclub,1,0.596,@bethmoore24 practise with braydssss 😜,0,[],26974474,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/161776080_547131702928438_1254814843431671099_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=jxGrjY3Zaz0AX9Q_Sh2&ccb=7-4&oh=259f25db91906467df7ec0c753a9a74b&oe=608A7DDF&_nc_sid=9fb510,hanmoorey08
17897119507845511,1616722151,thecaratclub,1,0.895,So cute!!,1,[],21771113,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/160511749_914716129302816_5150120507816326606_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=AAQuYrh6vewAX9iiuoD&ccb=7-4&oh=4b2a3ed0827927e68db2e58dc3a01ad0&oe=60895ADC&_nc_sid=9fb510,bananablue94
18080301367249095,1616717962,thecaratclub,1,0.98,"Covid-19 has cost a lot of financial crisis as everyone is on a total lockdown in job and we all asked to stayed at home till the environment is safe. I and my family was almost out of cash due to no job till I meet Mrs Teresa investment program online and now We earn over $140,900 weekly. I'm so happy because my bad situation has turned to good and I can now go for whatever I want till the lockdown process is over. If you’re interested contact him @teresa_katherine_brittany_  . .#blacklivesmatter  .#blackouttuesday",0,[],45642709253,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/145351996_433871224521468_5084897147938672316_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=1sCXZvg9EvAAX_vxC-u&ccb=7-4&oh=257bf327e6382a844fe066b596e85161&oe=608B0FD3&_nc_sid=9fb510,garryshaw87_
17909102509691243,1616717833,thecaratclub,1,0.942,Wow that's beautiful!!,0,[],2043413360,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/107826866_3087727124609084_7040252222399441068_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=kB2Y7eapMQoAX8LezSP&ccb=7-4&oh=80f5ce1ea70ad2318adb80b8426b6651&oe=608BC509&_nc_sid=9fb510,anastasiatsoupis
17913368569634554,1616715336,thecaratclub,1,0.825,Adorable ❤️,0,[],7772294577,False,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_ohc=mhDR9_0DpXIAX85LEBm&ccb=7-4&oh=fa68b6fba308843d88e607dc8d059697&oe=608B680F&_nc_sid=046a24&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4,zajacbonni
18112564702205758,1616715128,thecaratclub,1,0.918,wow thank you!! 🤍🤍✨,4,"[{'id': 17889679279986744, 'created_at': 1616773353, 'text': '@katemarielew hugest congrats💜💜💜💜', 'owner': {'id': '321048019', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/95353458_2938124642890098_5652262723442966528_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=eaf-m1nVUfgAX8Wi3vB&ccb=7-4&oh=0b1a9355a672126e1bf8443cf3449b7a&oe=6088993C&_nc_sid=9fb510', 'username': 'elizabethscakeemporium'}, 'likes_count': 1}]",274216143,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/120258557_830544751018213_4623903069434376574_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=2JjLkA5VVe8AX-JKhxN&ccb=7-4&oh=f80f4241a55ec34ec242c85ff75470e3&oe=608B4627&_nc_sid=9fb510,katemarielew
17961235444398579,1616714952,thecaratclub,1,0.828,So cute I could just melt,0,[],39043883416,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/115930039_284641142760885_1771711569016597919_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=sbBiIuEYjAkAX8crgLu&ccb=7-4&oh=71c085268bd27ea538e5534fef818321&oe=608AA6B4&_nc_sid=9fb510,mnotmt
17878583618221872,1616714804,thecaratclub,0,0.365,@a__vk,1,[],4150995945,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/164282043_297279438453272_3593638792572633089_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=CbtUe6ahJzoAX-x5gR7&ccb=7-4&oh=4316de6b8a5f2cbef48a26d43278c8e6&oe=608ACE43&_nc_sid=9fb510,dmoz18
18079934623253750,1616714786,thecaratclub,0,0.32,عسقمم من نمبتون عزبز دلم  معذرت جگر طلای من بای منو ببخش,0,[],14112484004,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/61346387_187963475469588_2924922743470161920_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=MTylRNnm6xkAX8PVnAF&ccb=7-4&oh=3086efd39152e7cd5b0bfe1122a4282a&oe=60898FBF&_nc_sid=9fb510,soleimani.tahereh
17946465958448818,1616714740,thecaratclub,0,0.296,Anddddd the cat could care less 😂,15,"[{'id': 17877241262191149, 'created_at': 1616715313, 'text': '@treesee_kups 😂 doing what cats do best.', 'owner': {'id': '2014526768', 'is_verified': False, 'profile_pic_url': 'https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/148410721_194863875720910_5406225380620118112_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=PBNACBiNCD4AX8kSU3L&ccb=7-4&oh=f14d87988cd7b69775ff4416a87fca34&oe=608BE0B6&_nc_sid=9fb510', 'username': 'theejazzybee'}, 'likes_count': 0}]",33044148,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/53030760_581346622346361_8867407616968491008_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=vRSfc9hD6pIAX8lCB80&ccb=7-4&oh=705d40d2ff216a3a8936edddff998454&oe=608A35B4&_nc_sid=9fb510,treesee_kups
17874439742247906,1616918967,thecaratclub,0,0.415,1,0,[],41283809177,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/118471095_1067011950401961_6657499822390454566_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=yL5vSGD0DtsAX_wiwgp&ccb=7-4&oh=7d541c0b32f589073db9fa8299f7476f&oe=608A78FA&_nc_sid=9fb510,nikanovikova7206
17879187017200080,1616872025,thecaratclub,0,0.418,1🔥,0,[],17187563167,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/66418752_904541633240527_2983257393011359744_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=HFClKpCpe6QAX-2VEMm&ccb=7-4&oh=3c4e1c805ba5124ee820761150a0de4b&oe=60898FFE&_nc_sid=9fb510,joxoxomochi9
17887224971101944,1616867111,thecaratclub,1,0.978,Loving all those beautiful sets,0,[],633853514,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/41704363_171299677143016_8573258406515703808_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=BjFFZGGR80QAX-sMXHQ&ccb=7-4&oh=3b74f2e7379cafbd30c5bc9dcf3633d8&oe=60896223&_nc_sid=9fb510,michael.alan.jewelers.oc
17958557563409550,1616866930,thecaratclub,0,0.416,2,0,[],1423101496,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/84223007_221941328805845_7067646758930612224_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=GR-eCzHCfeUAX9sIIq7&ccb=7-4&oh=35a34b93a11f686bf996855507f68e25&oe=60899562&_nc_sid=9fb510,loora_gomes
